Incerteza,LogS(mol/L),LogS_pred
0.96230253950918,-2.6697,-1.657566662178505
2.3161744524811936,-8.1,-4.775375813368017
0.26641024138111785,-4.35,-4.149716554257826
0.3897343545390867,-4.35,-3.971170214418132
0.32724451528047216,-3.82,-4.477900258107938
0.21209301972996308,-1.3872,-1.245200771512211
0.04873939063969692,-0.0063914,0.0334147542190338
0.268066099737721,-1.44,-1.449974180900317
0.02519936754011382,-0.62,-0.6256474936667658
1.3675663634246373,-4.29,-5.937409310297625
0.2923981884280529,-3.1295,-3.37303536597536
0.15759223889397522,-2.5252,-2.780730609724268
1.0679012226112763,-2.6228,-3.969779570192778
0.48827013600433417,-2.5159,-2.209970302139847
0.6732356372279052,-3.5303,-3.802876929742838
0.809594462625952,-5.963,-5.325007663871931
0.3150080057287521,-4.48,-4.200480992152415
0.10231779503673151,-4.27,-4.432945667837131
0.9701956904013282,-3.8765,-3.13929199251698
0.6678149803936009,-3.9553,-4.728826123032704
0.5943942391145604,0.18341,0.7055132112085507
0.35796225808597737,-2.5612,-2.88280419317902
2.2833939431676398,0.3148,-2.408704984491966
0.07695541275836218,-3.21,-3.165976097155552
0.5960777099322557,-7.35,-7.566836263827877
0.16404399361713684,-4.402,-4.269217837952747
0.5222330053567158,-3.8664,-3.427091371596758
0.45751117211905745,-3.3016,-3.69310970246414
0.5760816190038126,-3.7685,-4.218354942051024
0.16404399361713684,-4.16,-4.269217837952747
0.5344357979254595,-4.4691,-3.879508559883796
0.7807032060037652,-5.06,-5.791954849020813
0.29055275879401227,-2.9631,-3.003838869679071
0.9418239090720378,-6.2,-4.453747220901514
2.008939304294779,-1.272,-3.572922214641863
0.0780401526607664,-3.85,-3.75757537002124
0.16088471903433987,-3.85,-3.737718823647267
0.38735102484326484,-3.99,-4.335286620433383
0.12240696150754266,-3.43,-3.55090477544343
0.12240696150754266,-3.4342,-3.55090477544343
1.9828600694381386,-0.98741,-3.301665311783866
0.599542162291759,-6.65,-6.424053823941987
0.44081947641458663,-3.34,-3.756160662625718
0.40810732634704505,-4.15,-4.556436182967978
0.9944435835253874,0.56,-0.706874096214489
0.3560585421761228,-2.1432,-1.876731035777965
0.5333638832477046,-1.95,-2.239462142654419
0.5550191908352081,0.3,-0.2000468103874056
0.2676446249550727,-0.93,-0.826824197159037
0.4142355307243657,-3.21,-2.958359554337886
0.3732462281416709,-2.99,-3.369664352883615
0.5988750406096066,-3.5264,-4.14270195981126
1.53343837100848,-5.6696,-3.932311866307698
0.324233874402453,-4.068,-4.131468767950864
0.7864114900039813,-5.05,-3.960821318535455
0.7578045907831377,0.19003,-0.5198229782117769
1.2971081720013644,-4.3765,-2.858905923541093
0.7347745083648703,-0.6225,-1.372736235177205
0.20860092843880207,0.79263,0.8850601404675171
0.40218751872355646,0.55095,0.2002800672182749
0.3057204776143064,0.63429,0.90409733274801
2.033623954310702,-1.3972,-4.149821671600058
0.7662578270683811,-0.27844,-1.106877750322761
0.9670704734203619,-0.34368,-1.400931482252495
0.7014146795143718,-0.51096,-1.113467657104137
0.24969855928819848,0.6653,0.4980815410203523
0.6468046043325881,-0.6086,-1.131171844039614
0.09920844869409993,0.32221,0.2771317874026181
0.19257106309640476,0.57331,0.7211169514718485
0.09563129914016588,0.4947,0.5453210977743218
1.0182281035197855,0.35633,-0.819130992788043
0.3418985490202307,0.3663,0.3788909004979354
0.6285838095485147,0.40429,-0.3263984816998821
0.17500270379743457,0.34277,0.2882312953653645
0.12966051858783378,0.3786,0.4248334611829299
0.09828981762546767,0.34085,0.3202916516690236
0.41233511110814114,0.40539,-0.1150427655109111
0.2354574245714739,0.73033,0.5812464030578366
0.20373298683054197,0.29226,0.4734461296911658
0.9909588957916197,-2.9845,-1.692921574889247
0.2242061504532597,0.35248,0.1731856388709643
0.2971686909713409,0.33705,0.0361980115221414
0.47015327863353074,0.3078,-0.2580961150397071
1.3561149169565367,0.51114,-1.42517784212906
2.046609420527819,-2.5157,-5.225755720615819
0.7293722174184792,-4.0572,-4.001203450016613
1.1350881899607774,-3.3449,-2.035342135055578
0.35771032741016606,-1.1453,-1.465589542537705
0.44716468615191896,-1.5743,-1.294275050960087
2.1390037497774004,-4.3155,-1.383811836472829
0.37899881352459985,-2.46,-2.361167664421686
0.3282230080631014,-5.4623,-5.700610169088332
0.10574877775617887,-3.5712,-3.580928295816034
0.4375581493601134,-3.5196,-3.139264156359154
0.3059931046480729,-2.1587,-2.000318896363583
0.5611346179577855,-2.3506,-1.979013300023251
0.823797010509734,0.40855,-0.3774694929813461
0.5176760246096047,0.46676,0.0307834277074455
0.39969453983320774,-0.1364,-0.3964233084398575
0.18765788926244795,-5.2655,-5.370278196889208
0.15318464968741138,-2.2724,-2.386139349342259
0.619939740370822,-5.8462,-5.286661207864494
0.4195585210072275,-4.7125,-4.31328683524419
0.7346855494314003,-5.5106,-4.771731083843425
0.5888615090851521,-3.6143,-4.251301725628253
0.25781431221446804,-2.03,-1.957051996694632
0.17557878323428297,-1.9301,-2.068796518784191
2.6710643686463653,-3.9944,-0.4160551563634754
1.3556316115091667,-5.01,-3.404206792183722
0.9780367768860541,-3.6533,-2.390557710777784
0.5352281563411294,-1.807,-1.434957403180928
0.5433568132796879,-3.4253,-2.844449886589758
1.3119149406356303,-7.3387,-6.646876448622645
1.4841092956916249,-0.3698,-1.526940216850673
0.28276501473977494,-2.9698,-2.832145256358681
3.4944061358334837,-6.7171,-1.078936086708858
0.23132021930704785,-4.6923,-4.579428771697003
1.4800613824236637,-4.9711,-4.046628108934048
2.7357405067253704,-10.8448,-7.95502070562725
0.05376884542347232,-2.0608,-2.021360466715759
0.9658730050848883,-7.7564,-6.709526823947609
0.3844303549086533,-2.34,-2.736259994803405
0.9597425903038059,-6.2949,-4.497905925600455
0.5639759900328267,-4.4325,-3.890577789403796
0.6119880612130801,0.79197,0.057882970957502
0.2580816478512471,-2.039,-2.264941497495456
0.24023570338798886,-0.30844,-0.0740897516060226
0.3006248995642968,-3.7554,-3.429209019650946
1.8940158055578462,-8.4055,-6.227733255141036
0.15575499986202093,-2.4426,-2.509738811497382
0.20347878222578772,-0.067511,0.0456167779736841
0.6543617047969369,-1.42,-1.053679946954981
0.9597425903038059,-4.4457,-4.497905925600455
0.6388708403457666,-6.171,-5.527554006212206
0.7542213038891142,-2.1656,-1.312721879969957
0.2199838386223397,-3.1961,-2.914671018393244
0.13073122048728464,0.4298,0.4806144941817451
0.8340287299420285,-3.5168,-4.449641520346231
0.13947408797039082,-0.65377,-0.5580702426608217
0.46685141527686724,-3.37,-2.817748603162108
0.39687459342896325,-1.6475,-1.311639897411667
1.2925775525045444,-4.3,-4.173581081903238
1.0569479008117317,0.73472,-0.7147551416276999
0.32021100746360043,-4.402,-4.122135551787684
0.05005311427785537,-0.81768,-0.8517368102049303
0.44548668851708006,-3.07,-2.939543054654706
0.34786490252668734,-3.07,-3.332251714934546
0.6079817604958092,-4.6473,-3.994182724874272
1.0306986439275025,-3.0593,-4.254830448569161
0.06065155311444969,-4.93,-4.912082151866821
0.07341735720483283,-0.59,-0.6615180532008648
0.44548668851708006,-4.6238,-2.939543054654706
0.2546681257399321,-3.1151,-3.156421863927409
1.2212655901370342,-0.87976,-2.66001074882846
0.2546681257399321,-3.1151,-3.156421863927409
0.1296807033021044,-2.8121,-2.932327876480339
1.3137314604160792,0.57762,-0.9893914304685671
0.44075160924861473,-2.2435,-2.478129664692416
0.29331867527281763,-2.0961,-1.797663539874934
0.4112258135257132,-4.7343,-5.000998752091606
1.1065082415487755,-4.4128,-5.754267400238684
0.6582287257384384,-1.768,-2.433027387401471
0.619846918104421,-3.82,-3.2804234450512
0.13880933361736358,-1.8413,-1.91675054787529
0.18913341642482354,0.1844,0.1223576555898467
0.8918055633652067,-6.3104,-5.338819829671411
0.5394529217847672,0.85026,0.313246322775617
0.4806697295563102,-0.65366,-1.13959664393398
0.44190217790343106,-1.8756,-2.306415282986516
0.13878059857744313,-0.74,-0.6223496277434226
1.3575909654701954,-4.3809,-5.874350478439391
0.39268685376995444,-3.0495,-2.667978448250926
0.15256139511354244,0.22431,0.1997742905593819
1.1661456796464649,-5.3087,-4.175450511452029
0.35054506729668033,-2.6874,-2.874809598687667
1.2794636089738813,-3.9943,-5.213623598068828
0.17525649331486393,-0.71374,-0.6547381693737979
0.11503633580999105,-1.9913,-2.066622575387915
1.0779757662205518,-5.9646,-4.396367738649229
0.2544292810339387,-4.0302,-4.210108481281193
1.0016552932002347,-5.4564,-6.399367613893179
1.0589333681162167,0.88981,-0.2052765241333767
0.07341735720483283,-0.5993,-0.6615180532008648
0.7735400586728092,-6.0799,-5.780789056319043
0.23675545777253976,0.9311,0.7624674159834166
0.8538472814754752,-3.0966,-2.073949787443141
0.29481916527511265,-1.87,-1.607126761708069
0.8323950580984375,-1.7997,-1.145136957019064
0.555128509628393,-3.5653,-3.048972329495889
0.24919300594316582,-3.0799,-3.351700133684789
2.0175849336574116,-2.9613,-5.223768775459308
1.0095743366659855,-4.5882,-4.89612096054322
1.1461628405713342,-5.0313,-3.4709018518633
0.5491456590858392,-2.7469,-2.1108605249186
0.12222799697027414,-3.24,-3.123450024902814
0.11911385174058595,-1.92,-1.930570299040554
0.3025702573021309,-0.74986,-0.5846939879013819
0.5183008841880536,-3.8504,-3.362454691020658
0.29097676755653046,-3.46,-3.733378591585526
0.6250156178312225,-3.09,-2.364276395513762
0.2787214010688153,-3.2909,-3.509289422753835
0.44016159558579737,-2.4068,-1.973220762250522
0.23643397666968544,-2.14,-2.408061039700102
0.3376185518771643,-3.2134,-2.839893406808073
0.6226872796140547,-6.8857,-7.156526060110712
0.7022839236433582,-3.445,-2.639979277533414
0.14815002905772823,-1.8566,-1.906513100258331
0.18539357577225524,-2.92,-2.815389255010189
0.2820127341231281,-4.9526,-5.022746493999644
0.6712747002473375,-3.445,-2.742356561435671
0.45167875453587564,-2.6437,-2.1493604816807
0.09371576066377894,-3.23,-3.287850051879303
0.09974755273972473,-3.3396,-3.259172344702038
0.2210804822850137,-5.4505,-5.297711609128489
0.20792561680018914,-3.4764,-3.559473078819835
0.4543583353126898,-1.7395,-1.303030108940945
2.187609955358756,-8.9,-6.291516941899869
0.5411906875032467,-1.5962,-1.065265723653406
0.3725686644606008,-0.87563,-0.9615318605173312
0.35268121283446796,-0.73759,-0.9381314511702208
0.804394970015711,-4.0818,-3.327462288018056
0.2381778507427534,-3.4847,-3.337898593515906
0.5688239835817858,-3.39,-2.413300449504296
1.0144463143904903,-5.09,-3.891038311726572
0.3009509701041533,-3.5282,-3.211635581921618
0.7232352806055653,-1.0397,-1.858507620423418
0.19573421662315912,-2.9106,-2.887997381899492
0.4374412638616934,0.071574,-0.4685406237518419
0.48595057501888717,-3.1756,-3.640929622626431
0.26613109767500664,-3.5976,-3.335995850151918
0.2700901518737377,-2.5364,-2.302718099673533
0.1425952334275749,-0.5534,-0.5556049736875713
0.5038448723955308,-3.1727,-2.670664176950081
0.16064762995113802,-1.8647,-2.000065558067641
0.1885496693512355,-2.3268,-2.415812476218932
0.24391727092017618,-1.7182,-1.588713679853266
0.43487670847390825,0.55384,0.7397918342188772
0.6802418001245687,-2.8999,-2.119477307322118
0.22866566231543708,-0.83,-0.9945687195369364
0.48917697483007705,-0.22435,-0.6201480184990404
0.4983870865515275,-0.276,-0.7596230967492618
0.5672315964427709,-5.3548,-5.792689629150859
0.24509822549800073,-2.5825,-2.409047843740338
0.9781631998918628,-7.5878,-6.748974458052381
1.942783841061198,-3.9199,-1.278464543717351
2.0520895515325277,-1.4631,-3.735539559162901
0.30593615673661156,-3.3667,-3.617545269024496
0.34206926686620115,-2.6733,-2.439038126151786
1.377310175731686,-7.3623,-5.707989447914689
0.13437422609824998,-2.8477,-2.752882750937989
2.474631185869824,-3.5162,-6.070610861918217
0.26242242236718705,-6.6169,-6.394033240628689
0.932393885203712,-5.2397,-4.163999802734806
0.15279874391805637,-1.7763,-1.700500290402648
1.094237413933971,-4.6621,-3.644691596781063
0.333005015996504,-2.1926,-1.791680573781706
0.3159224552273087,-5.19,-5.172791007250986
0.33803717204567135,-0.94238,-0.7790231389874069
1.1266276023734103,-4.24,-5.502953460791542
2.1739034519837044,-6.5327,-3.832393237967627
0.1669468289222007,-1.6,-1.664594796422092
0.39087142390788004,-5.59,-5.522118650313721
0.4386956149463333,-4.9428,-5.170559028644101
0.9437804813794809,-4.9428,-6.032345273031607
0.39960628047248115,-6.5175,-6.744288689150804
1.2913522749422117,-4.1708,-2.611566795288473
0.13345657419035117,-3.73,-3.654111901111098
0.24749839683675254,-2.6035,-2.490438227090845
0.20541514357865498,-3.8881,-4.034417758687194
0.24102817191973533,-4.1234,-4.333929280061998
1.1072055331943371,-4.8014,-3.448297772762162
0.4434819296392354,-4.122,-3.759603979145578
0.30045854822445145,-7.1894,-7.037491853115503
0.41042989772018396,-3.5866,-4.024085040309935
0.649973094047491,-3.5866,-4.248986467041702
0.5038128987132696,-3.695,-4.023464566985092
1.211919337772825,-2.596,-4.130292940518698
0.5645130984939576,-6.2394,-5.824245587941959
1.1422219857356095,-0.98,-2.378421055808021
0.42825854883043557,-3.9885,-3.563309474245623
0.5729229818475892,-1.7692,-1.161730033421219
0.7183865812666786,-5.9415,-6.660377333556146
0.3152887798921086,-4.7484,-4.588453207995292
0.4288019705800757,-7.87,-8.255061261849288
0.725518562181703,-3.36,-3.991700236156096
0.27998388963086795,-3.04,-2.752647806123039
0.4830369411416347,-4.2513,-3.97205908147864
2.104541319819643,-9.7376,-6.992406321717586
0.9711750837720017,-2.78,-4.006789661404333
0.18837479014399267,-3.4968,-3.516422726875225
0.6058054583523311,-3.4968,-4.197754995716978
0.3869733584705585,-5.3174,-5.039186249873477
0.5938284114326945,-1.2919,-1.883796658107332
0.1762498256355118,-2.6801,-2.653180043875715
0.32825184777453636,-8.49,-8.306744874535012
3.5365564596728287,-2.97,-7.865339928648754
0.6909631752955793,-6.5092,-5.68451289705574
0.3159224552273087,-4.6662,-5.172791007250986
1.0550278520906489,-4.34,-5.413598910002229
0.4123897198438003,-3.7,-3.415739997025658
0.9364839527501249,-1.6395,-0.7011046857983332
0.17150153016031816,-2.2411,-2.357502521771316
0.2115033240362137,-7.1418,-7.004954715893044
0.1345289604741008,-4.7104,-4.616444374094701
0.062123041251578436,-1.8871,-1.963655584717636
0.062123041251578436,-1.887,-1.963655584717636
0.062123041251578436,-1.8913,-1.963655584717636
0.3968490868278856,1.07,0.5466261537710757
0.19662437025387988,-0.03,0.0685024638546243
0.15591500488649696,0.41079,0.3479885783713307
1.8465185914577102,-3.2596,-1.290987333069981
0.1718558121495029,1.3658,1.379553325988248
1.055340825592651,0.80417,-0.1595475328968319
0.5230550641863203,-2.3131,-2.030424040111686
0.5153242583386023,-1.6175,-1.093516714983677
1.1502009614310102,0.70059,-0.7684199422479339
0.39516889901668134,0.775,1.214877034462154
0.5970097737672351,0.28794,-0.3752152667139244
0.12483937435591623,0.69825,0.711156527490787
0.27291758201510474,1.1,0.997075473189866
0.43695934033246764,1.356,0.8547159754926148
0.4937152102528174,0.72789,0.5406585736368865
0.2845269280560086,-2.0418,-1.810832126740738
0.2164778511719654,1.065,0.8309017575024447
0.2164778511719654,1.065,0.8309017575024447
0.2164778511719654,1.065,0.8309017575024447
0.8927278346375015,-2.74,-3.593713905216833
0.26964040941523476,0.82334,0.5976961447596207
0.6638700743466538,-5.0081,-4.507992150392826
0.8851360075190559,-1.5423,-2.612147750246904
0.9218337723831561,0.33637,-0.7018251504039184
1.1049361612482742,-3.31,-2.120448646912239
0.29858302423735045,-3.2,-3.465802213359921
0.24357801037683127,-2.3815,-2.516137505969987
0.34579484741624644,-1.8293,-1.701297375961818
0.18718210963468399,-4.265,-4.160689271306949
0.3849262123577587,-5.2355,-5.029662425227366
0.40907383834011113,-4.325,-4.660376134993564
0.4639938591429808,0.084561,-0.1955620770834132
0.8622159575401542,0.1948,-0.4885736094665225
0.5457777913154548,0.14702,-0.3957657147423519
0.7940891052686818,0.2179,-0.6105450941364743
0.3037596304951051,-3.3035,-3.183461112713046
0.2636813968776307,-2.3702,-2.279792591337007
0.5732565200160922,-6.6728,-7.039126984191591
0.663041996367995,-7.418,-6.766910150239442
0.4805753188426369,-7.4738,-7.189620552992773
0.8792470766472743,-7.7218,-6.807371400887386
0.892030362547504,-4.6746,-4.434515377052191
0.37366013607513204,-2.1,-1.725597593598008
0.6435731682366282,-2.0338,-1.715501844779
0.39339207427723366,-2.11,-2.319732851806251
0.22070551659769116,-1.172,-1.235728914140986
0.3428747099242369,-4.6135,-4.960227933592009
0.3428747099242369,-4.6135,-4.960227933592009
0.8960358524632546,-1.6149,-0.5185066131020595
0.5941199563168315,-0.57518,-1.255227550584146
0.36793003971884686,-2.0421,-2.369530345645286
0.22524057276848894,-2.3602,-2.323315874736784
0.2704070911340795,-1.61,-1.378712552207883
0.46318590858096187,-0.34091,-0.8245058827753169
0.11111728346669626,-2.5881,-2.635018938744357
0.2710492976545352,-5.2774,-5.503877750088184
1.029638705212366,-4.0927,-5.418781901070048
0.2893040756832048,-5.4364,-5.445504498189107
0.1048005797337135,-3.82,-3.673702461363122
0.42006501296995374,-1.844,-1.685296942773602
0.659455448111581,-3.3749,-4.011399836602224
0.2358496257650123,-3.3749,-3.368205491415087
0.39364247232231847,-2.282,-1.944852245690512
0.48898147956381893,-0.3557,-0.8444167035571103
0.18987149797604658,-0.41342,-0.4772540869383905
0.32794301045404745,0.29544,0.0438202192205742
0.48237568855104895,-2.6268,-2.110133857653228
0.672778519032197,-2.5227,-3.229237474655148
0.4850413665168409,0.9349,0.4322375064371844
0.8326892443709097,-3.55,-2.619809850059484
0.3738369985014673,0.20322,-0.0888365412732136
0.48959930921048544,-1.4463,-1.833454254975302
0.25224862320442776,-1.156,-1.154638562055224
0.12959407750955734,-3.5904,-3.604016096376323
0.7075971966276811,-5.1246,-5.829079781689701
0.4703385593933036,-4.0052,-4.493290317580828
1.7942222171038622,-3.6471,-5.929207990167368
0.3841761947314823,-2.1905,-1.824092668164377
0.300838902697373,-3.59,-3.36799689012168
0.43901348782947613,-4.8932,-4.532869780736249
0.38003103788233894,-3.7134,-3.999590020615699
0.1878989428437002,-0.36056,-0.3643962438189676
0.6802982842677211,0.75661,-0.0474969011040673
0.4698801998360086,-1.3301,-0.7991578573925774
0.7590911547118953,-1.4472,-0.3805286359259467
0.36137065675901586,-0.6,-0.9542248968554852
0.5815176939930894,-0.23441,-0.7905790243121447
0.44418964715709436,-1.8638,-2.177694612866671
0.6255479772382856,-3.32,-3.846541134058787
0.47360088139585377,-3.2339,-2.794093931489303
0.8970965968597596,0.01,-0.9921522770062988
0.6772748157400993,-0.711,-0.1137537996060318
0.6311487960166815,-0.9,-0.2132201671162855
0.41197123453983975,-1.97,-2.098707960777661
1.2676701533777406,-0.19816,-1.004385245408853
1.4069045421220514,-4.9591,-3.435320306551749
0.9166213601327212,0.34948,-0.7466214565606757
0.6456440467546416,-0.58661,-1.211812091127546
0.6452006616070857,-0.35465,-1.057985439614649
0.3754592340841488,-3.53,-3.646166394629698
0.23294260051882554,-4.9914,-4.958958715937928
0.5298747241687058,-1.7403,-2.163463272316119
0.4597870114975129,-2.5512,-2.851759755573116
0.6707232397961675,-1.3593,-2.152799834410472
0.5375530229384641,-5.36,-4.975289607537666
0.3702031900202185,-7.3044,-7.212687648440795
0.5245083963945418,-5.2503,-4.848986387570824
0.5133261222434767,-3.5763,-3.531860541432696
0.30514687612157404,-1.62,-1.722882528219379
0.5865030146574406,-2.6,-2.089768477211264
0.3221457292416731,-0.39639,-0.6848537113361396
1.508045929357119,-4.3079,-2.093978039312401
0.454707458150792,-1.5758,-1.139955234214631
0.2979848474761981,-2.114,-1.885018935717175
0.6775703771217352,-0.33146,-1.223424464836812
0.32278316656800365,-0.063965,-0.2886933951428032
0.46713150031520145,-4.1893,-4.464554856272171
0.14621836368545496,-1.4085,-1.346376875961677
0.8119246149828221,-4.0635,-3.592254588596832
0.09830153675377248,1.0502,1.015843891800082
0.29853039625905586,-1.3317,-1.095203857087583
0.2698438532530941,-0.92619,-1.110286247899089
0.7514522479419776,0.85763,-0.0358401650073689
0.36193661726255955,-4.1286,-4.264270842000748
1.2505804583425586,0.60857,-0.8955449403229794
0.3568405404732099,0.78202,0.5370412440341282
0.848122564680472,-4.2213,-5.410217955680214
0.6007432257905101,-5.76,-5.152664606436481
0.9514102198523507,-1.5229,-2.508382995884086
0.11827895360755904,-3.9751,-3.966683956193664
0.09540192771379913,-5.35,-5.31342116682274
0.555834575366608,-5.991,-5.912384011921846
0.4503864401764593,-5.2925,-4.907199981876337
0.34270792692602114,-3.0888,-3.593522038083313
1.1843427481295903,-7.53,-6.27446169251524
0.28691472253269223,-5.0926,-5.362375384898014
0.7721821707587619,-3.7728,-2.90801418210945
0.17704170708568615,-1.245,-1.369098225129155
0.43452617976028046,-3.9312,-3.422182776199822
0.46117220069657483,-2.3946,-2.92706928901922
0.39124795487180014,0.0702,-0.066304787571885
0.197765775730301,-2.0451,-2.135978762933792
0.30938557512967507,-4.2083,-4.080807483120978
0.39036763594750357,-4.9604,-4.683601825682567
0.33045950155325443,-1.3544,-1.617242082448582
0.5508532433753512,-3.972,-3.435092572046091
0.9668051284837422,-6.0735,-5.422388993176392
0.28099750157688236,-4.47,-4.496329518403627
0.9840350651785239,-0.7087,-1.845195729365158
0.9514102198523507,-1.52,-2.508382995884038
0.3518521244834661,-3.8746,-3.569367862889797
0.5121835239831644,-2.19,-2.621115666393733
0.8878445865072083,-2.0794,-3.095952735621653
2.7045381542760007,-7.2839,-3.028652043508797
0.34270792692602114,-3.93,-3.593522038083313
0.2629896981319655,-6.6242,-6.700339937890821
0.3096223010609369,-3.6996,-3.937722934402772
1.5513940174007705,-6.6926,-8.633086491933545
0.4270229562534214,-1.52,-1.951620893913385
0.3463658757090471,-1.64,-1.42540483662067
0.5432926199742302,-2.49,-1.928429426400857
0.49154409499110935,-1.54,-2.017090455932066
